event,date,country,city,artist,album,track,isrc,linkid
pageview,2021-08-24,Sweden,Örnsköldsvik,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2
pageview,2021-08-24,Belgium,Brussels,"The Martinez Brothers, Fuego",PAP (Pendiente Al Paso),PAP (Pendiente Al Paso),USUYG1379533,0f737ba8-48f0-4eb1-b29c-01b082e75872
pageview,2021-08-24,Ireland,Muff,"Shouse, David Guetta",Love Tonight (David Guetta Remix),Love Tonight - David Guetta Remix,USA2P2120717,53da9d1d-7fa4-489e-a94a-e370beebdd7f
pageview,2021-08-24,United Kingdom,Bracknell,Hoàng Read,The Magic Bomb,The Magic Bomb - Extended Mix,FR59R2143389,8f990f44-6a5d-4294-ab0b-f74e0a8f3b25
pageview,2021-08-24,United States,Dayton,Lil Peep,EVERYBODY'S EVERYTHING,white tee,USQX91903111,a308faf2-b059-43d5-97a6-f334109060ff
pageview,2021-08-24,United Kingdom,Worcester,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
pageview,2021-08-24,Turkey,Adana,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
pageview,2021-08-24,United States,Denton,Aaliyah,One In A Million,One In A Million,USUYG1353137,4ba6baea-468a-48f3-a873-60d1a35544c1
pageview,2021-08-24,Saudi Arabia,Dammam,Adenio,Galaxy,AURORA,QZMHL2046949,7cfb390a-568a-472a-ae9e-d800a77abe21
pageview,2021-08-24,France,Blois,Kstylis,Shake That A$$,Shake That A$$,USUYG1371824,c1cb1475-a6e8-45ae-a963-e0f3932a43cc
pageview,2021-08-24,United States,Medford,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
pageview,2021-08-21,Philippines,Cebu City,"Jack Harlow, Pooh Shiesty",SUVs (Black on Black),SUVs (Black on Black),USAT22102616,30ee2950-0e66-47da-87cc-056ab2de284d
pageview,2021-08-21,France,Dijon,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
pageview,2021-08-21,India,Ahmedabad,"Lil Tecca, Gunna",REPEAT IT,REPEAT IT (with Gunna),USUM72113370,246b7a4c-3866-4eb2-a0bb-931c0fca7899
pageview,2021-08-21,France,Évry,iamjuampi,Among Us,Among Us,QZK6J2095138,fe8a3fcd-7beb-4db0-8494-5238e1e1cab3
pageview,2021-08-21,United States,Unknown,"J Balvin, Skrillex",In Da Getto,In Da Getto,QZM5U2100095,6aebc33e-3788-42c1-be7b-c7a610ebccf5
pageview,2021-08-21,India,Tumkūr,Megan Thee Stallion,Thot Shit,Thot Shit,QMCE32100340,f6d1717b-7707-4747-a048-37a36bf4048c
pageview,2021-08-21,Netherlands,Rotterdam,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
pageview,2021-08-21,Iraq,Duhok,"Billie Eilish, Khalid",lovely (with Khalid),lovely (with Khalid),USUM71804190,0ecfeb63-4c7a-4999-8da3-ad7dff007bac
pageview,2021-08-21,United States,Titusville,Remble,Touchable,Touchable,USWB12101349,561bff5d-03fd-45c2-87e0-0d9593182b57
pageview,2021-08-21,Hungary,Mezokovesd,Olivia Rodrigo,SOUR,good 4 u,USUG12101245,a4a6c5d9-eb71-4987-9e37-762aa9fc740b
pageview,2021-08-21,Croatia,Split,Nohidea,Esuna,falling down (feat. shiloh),QM42K1742835,eb64dde2-68be-4717-9762-85af891ed7db
pageview,2021-08-21,Mexico,Querétaro City,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559
pageview,2021-08-21,Germany,Munich,Megan Thee Stallion,Thot Shit,Thot Shit,QMCE32100340,f6d1717b-7707-4747-a048-37a36bf4048c
pageview,2021-08-21,India,Chennai,Ariana Grande,"thank u, next",7 rings,USUM71900110,184041ab-9c90-4c29-8b6b-6ac2261be2d3
pageview,2021-08-21,United States,Philadelphia,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559
pageview,2021-08-21,United States,Belleville,Remble,Touchable,Touchable,USWB12101349,561bff5d-03fd-45c2-87e0-0d9593182b57
pageview,2021-08-21,Mexico,Coacalco,Groove Delight,San Andreas,San Andreas - Radio Edit,ES71G1633735,5df02edc-daea-47f0-ac73-0ca9441dfae9
pageview,2021-08-21,Belgium,Roeselare,Hoàng Read,The Magic Bomb,The Magic Bomb - Extended Mix,FR59R2143389,8f990f44-6a5d-4294-ab0b-f74e0a8f3b25
pageview,2021-08-21,United States,Bloomington,Kidd Kenn,Get Lit,Get Lit,USUM72109436,83ed06b2-f8c4-4a3a-b47c-5b790a042d88
pageview,2021-08-21,Germany,Duisburg,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559
pageview,2021-08-21,Qatar,Doha,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
pageview,2021-08-21,Romania,Beiuș,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
pageview,2021-08-21,Philippines,San Jose,"WILLOW, Travis Barker",t r a n s p a r e n t s o u l feat. Travis Barker,t r a n s p a r e n t s o u l feat. Travis Barker,QMJMT2103571,5821fd15-f95f-43f6-b43b-2fb13c3caacf
pageview,2021-08-21,India,Ahmedabad,EBEN,Dandelions,I Miss You,USAT22103157,410b7776-c184-45ff-8896-c705e5713ddb
pageview,2021-08-21,United States,Webster,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
pageview,2021-08-21,Brazil,Santo Estevao,"Dixie, Rubi Rose",Psycho (feat. Rubi Rose),Psycho (feat. Rubi Rose),ZZOPM2107292,3638820f-a54d-49ac-8225-96fba9ca30a9
pageview,2021-08-21,France,Mouans-Sartoux,"J Balvin, Skrillex",In Da Getto,In Da Getto,QZM5U2100095,6aebc33e-3788-42c1-be7b-c7a610ebccf5
pageview,2021-08-21,Philippines,Lahug,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2
pageview,2021-08-21,Ireland,Dublin,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
pageview,2021-08-21,Turkey,Istanbul,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
pageview,2021-08-21,Togo,Lomé,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
pageview,2021-08-21,Croatia,Velika Gorica,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559
pageview,2021-08-20,Nigeria,Lagos,"Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo",Body Remix feat ArrDee E1 3x3 ZT 3x3 Bugzy Malone Buni Fivio Foreign Darkoo,Body Remix feat ArrDee E1 3x3 ZT 3x3 Bugzy Malone Buni Fivio Foreign Darkoo,GBAHS2100229,5bf02874-e522-44e2-9013-edb794731c56
pageview,2021-08-20,Nigeria,Unknown,"Soulja Boy Tell 'Em, Rich The Kid",Rick N Morty,Rick N Morty,QZK6N2198767,5ffec53c-25da-436e-a84e-5695deee5e0e
pageview,2021-08-20,United States,Scranton,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559
pageview,2021-08-20,Slovakia,Bratislava,"Lil Baby, Lil Durk, Travis Scott",The Voice of the Heroes,Hats Off (feat. Travis Scott),USUG12101600,3f8df856-e7de-46e8-ad58-65b2dc89b41d
pageview,2021-08-20,Albania,Tirana,Central Cee,Commitment Issues,Commitment Issues,ZZOPM2004175,05efb4a2-2100-4629-b83f-c9eb3eebcdd1
pageview,2021-08-20,Nigeria,Unknown,VL4S,Umbrella,Umbrella,QZES71912980,52739682-3aac-490a-b4f2-4cf61e0a1202
pageview,2021-08-20,India,Hapur,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
pageview,2021-08-20,France,Savigny-le-Temple,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd
pageview,2021-08-20,Senegal,Tivaouane,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
pageview,2021-08-20,Algeria,Unknown,Christina Perri,A Thousand Years,A Thousand Years,USAT21102141,f33886d8-612b-46c8-8d1b-db631523f1a4
pageview,2021-08-20,United Kingdom,Derby,Lil Tecca,MONEY ON ME,MONEY ON ME,USUM72112304,b329bd67-e62e-4c16-9d65-74e068d4094b
pageview,2021-08-20,Saudi Arabia,Riyadh,"SHRK, Shiloh Dynasty",Sad Hours,Sad Life,QZ22B1934144,ce48666e-1652-4541-82c4-8d4115c39325
pageview,2021-08-21,United States,Walden,"Sam Lachow, Blimes and Gab, Ryan Campbell",Cloak & Dagger,Cloak & Dagger,QZMHL2074192,8f8d1aee-decb-46a3-9f1a-f081a3ab294b
pageview,2021-08-21,India,Delhi,Maroon 5,JORDI (Deluxe),Nobody's Love,USUM72013111,ea760970-1df7-406a-8428-c3baf030a801
pageview,2021-08-21,India,Lucknow,Laica,love u lately out of touch,love u lately,QM4TX2141825,08bc2f1c-5c52-4616-acbd-de4e7a62c7bc
pageview,2021-08-21,Ghana,Accra,"No Spirit, SAINT WKND",2 Am. Study Session,Waking up Slowly,TCAES2036570,9dfb8faf-c0b1-4b42-bb63-1fc84315d394
pageview,2021-08-21,United States,Eden Prairie,"Trippie Redd, Lil Uzi Vert",Holy Smokes (feat. Lil Uzi Vert),Holy Smokes,QZJ842001118,4a44b83e-9563-4891-af3f-36fa37421db6
pageview,2021-08-21,India,Unknown,"Sub Urban, Bella Poarch",INFERNO,INFERNO,USWB12101521,92eb2fcc-1d3a-49fe-a000-916f92f8dcf9
pageview,2021-08-21,India,Jaipur,Hoàng Read,The Magic Bomb,The Magic Bomb - Extended Mix,FR59R2143389,8f990f44-6a5d-4294-ab0b-f74e0a8f3b25
pageview,2021-08-21,Croatia,Dubrovnik,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc
pageview,2021-08-21,United States,Middletown,Maroon 5,Songs About Jane,She Will Be Loved,USJAY0300082,03d964dd-dc2b-413c-af9f-46ebc7ff589c
pageview,2021-08-21,India,Bengaluru,Beth,Love Songs,I Need Your Love,TCACO1633038,d50fe37d-b227-456f-a234-eb94414f6982
pageview,2021-08-21,Pakistan,Lahore,"Yung Bleu, Chris Brown, 2 Chainz",Baddest,Baddest,USUYG1373541,4aedbab2-d3a1-4d32-9417-9d8b094e47a7
pageview,2021-08-21,Saudi Arabia,Khobar,Kidd Kenn,Get Lit,Get Lit,USUM72109436,83ed06b2-f8c4-4a3a-b47c-5b790a042d88
pageview,2021-08-21,Bangladesh,Chittagong,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3
pageview,2021-08-24,United States,Danbury,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f
pageview,2021-08-24,France,Toulouse,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
pageview,2021-08-24,Morocco,Salé,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
pageview,2021-08-24,United Arab Emirates,Al Ain City,Joji,In Tongues (Deluxe),worldstar money (interlude),USUYG1179135,10ec9b91-818c-4b44-a04d-7a058957ee17
pageview,2021-08-24,Romania,Unknown,"Gunna, Taurus",9 TIMES OUTTA 10,9 TIMES OUTTA 10,QMCE32100707,03efbdd8-a128-4edb-972a-6f1476b89cae
pageview,2021-08-24,France,Strasbourg,"Leto, Ninho",Vie de star feat Ninho,Vie de star feat Ninho,FRZ042001216,a684364a-ab00-4e7b-8577-74fb1ae35051
pageview,2021-08-24,United Kingdom,Croydon,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
pageview,2021-08-24,United States,St Louis,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
pageview,2021-08-24,New Zealand,Tauranga,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
pageview,2021-08-24,France,Amiens,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd
pageview,2021-08-24,United States,Lancaster,"Trippie Redd, Lil Uzi Vert",Holy Smokes (feat. Lil Uzi Vert),Holy Smokes,QZJ842001118,eedc8702-6bd2-499a-972f-260c35f72e0f
pageview,2021-08-24,Russia,Moscow,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
pageview,2021-08-25,India,Hyderabad,Ariana Grande,"thank u, next",7 rings,USUM71900110,184041ab-9c90-4c29-8b6b-6ac2261be2d3
pageview,2021-08-25,France,Villejuif,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
pageview,2021-08-25,Norway,Sarpsborg,Vanessa Carlton,Be Not Nobody,A Thousand Miles,USIR10210955,06dc18f9-7d6c-480a-a6f9-282bcdbb213f
pageview,2021-08-25,Norway,Oslo,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
pageview,2021-08-25,Poland,Białogard,Surf Curse,Freaks,Freaks,USAT22102269,631c210a-b92b-4218-89ae-99a9a13c6d99
pageview,2021-08-25,United States,Catskill,Rod Wave,SoulFly,Tombstone,USLD91731547,745d80d7-6dea-45d1-9a1f-fd2d710c828d
pageview,2021-08-25,France,Strasbourg,Issam Alnajjar,Hadal Ahbek,Hadal Ahbek,USL4Q2071965,4f4f5cf4-bca5-43f9-a0bc-32fa104dbabc
pageview,2021-08-25,Netherlands,Rotterdam,Nohidea,Esuna,falling down (feat. shiloh),QM42K1742835,eb64dde2-68be-4717-9762-85af891ed7db
pageview,2021-08-25,Denmark,Silkeborg,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
pageview,2021-08-25,United States,Durham,"Gunna, Taurus",9 TIMES OUTTA 10,9 TIMES OUTTA 10,QMCE32100707,03efbdd8-a128-4edb-972a-6f1476b89cae
pageview,2021-08-25,Burkina Faso,Ouagadougou,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
pageview,2021-08-25,Switzerland,Grafstal,Miscél,when you left,when you left,QM42K1907890,2fc15e8b-83aa-40ee-9f9d-5d96c6d4356c
pageview,2021-08-20,India,Lucknow,Shouse,Love Tonight,Love Tonight - Edit,USQY51798087,f2cef536-5a20-4dc1-a973-600051bdea04
pageview,2021-08-20,India,Dunera,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
pageview,2021-08-20,Czechia,Prague,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2
pageview,2021-08-20,India,Guntur,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
pageview,2021-08-20,Nepal,Kathmandu,Bazzi,I Like That,I Like That,USAT22102088,2f6e4168-fdae-4e65-967b-220bccc68780
pageview,2021-08-20,Turkey,Aydin,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02
pageview,2021-08-20,Russia,Ulyanovsk,iamjuampi,Among Us,Among Us,QZK6J2095138,fe8a3fcd-7beb-4db0-8494-5238e1e1cab3
pageview,2021-08-20,Comoros,Moroni,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
pageview,2021-08-20,Bangladesh,Unknown,Remble,Touchable,Touchable,USWB12101349,561bff5d-03fd-45c2-87e0-0d9593182b57
pageview,2021-08-20,India,Nagpur,Maroon 5,JORDI (Deluxe),Nobody's Love,USUM72013111,ea760970-1df7-406a-8428-c3baf030a801
pageview,2021-08-20,Sri Lanka,Colombo,Loren Gray,Piece of Work,Piece of Work,QM24S2103535,c89d0bb7-fdd0-4bda-a770-3abd16b45f2e
pageview,2021-08-20,Netherlands,Amsterdam,Sahir Ali Bagga,Pakistan Zindabad,Pakistan Zindabad,USLZJ1939219,ffd3c9e7-c5c5-4f28-b03d-cbaec33f2152
pageview,2021-08-20,Canada,New Westminster,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
pageview,2021-08-25,Nigeria,Lagos,Olivia Rodrigo,SOUR,good 4 u,USUG12101245,a4a6c5d9-eb71-4987-9e37-762aa9fc740b
pageview,2021-08-25,India,Jaipur,Olivia Rodrigo,SOUR,happier,USUG12101254,41aa8dc7-36b0-4f9e-a8b4-777bf821bdbb
pageview,2021-08-25,India,Chennai,Hoàng Read,The Magic Bomb,The Magic Bomb - Extended Mix,FR59R2143389,8f990f44-6a5d-4294-ab0b-f74e0a8f3b25
pageview,2021-08-25,Turkey,Magnesia ad Sipylum,"Trippie Redd, Playboi Carti",Miss The Rage feat Playboi Carti,Miss The Rage feat Playboi Carti,QZJ842000983,2fd3dbb9-5555-43fa-9d69-437e55f2578d
pageview,2021-08-25,India,Delhi,Olivia Rodrigo,SOUR,good 4 u,USUG12101245,a4a6c5d9-eb71-4987-9e37-762aa9fc740b
pageview,2021-08-25,Bangladesh,Chittagong,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f
pageview,2021-08-25,India,Ahmedabad,Vitamin A,Happy Birthday,Happy Birthday,US3DF1612162,f563adc4-d7c6-4d70-93d0-06bab552f642
pageview,2021-08-25,India,Pune,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
pageview,2021-08-25,Iceland,Reykjavik,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
pageview,2021-08-25,United States,Tempe,"Trippie Redd, Lil Uzi Vert",Holy Smokes (feat. Lil Uzi Vert),Holy Smokes,QZJ842001118,eedc8702-6bd2-499a-972f-260c35f72e0f
pageview,2021-08-25,India,Ahmedabad,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
pageview,2021-08-25,India,Gurdaspur,"Justin Bieber, Ludacris",My World 2.0,Baby,USUM70919263,38390938-0454-41fa-8dce-5e3af9710ecf
pageview,2021-08-25,France,Unknown,"Maroon 5, Megan Thee Stallion",JORDI (Deluxe),Beautiful Mistakes (feat. Megan Thee Stallion),USUM72103449,7aaf5a76-d98d-4319-a14e-bbc618248b6c
pageview,2021-08-25,Australia,Sydney,"Soulja Boy Tell 'Em, Rich The Kid",Rick N Morty,Rick N Morty,QZK6N2198767,5ffec53c-25da-436e-a84e-5695deee5e0e
pageview,2021-08-25,Saudi Arabia,Riyadh,Billie Eilish,Lost Cause,Lost Cause,USUM72105929,33fbbe3c-c497-446e-a849-f9fc29b60701
pageview,2021-08-25,Armenia,Yerevan,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
pageview,2021-08-25,Canada,Prince Albert,"WILLOW, Travis Barker",t r a n s p a r e n t s o u l feat. Travis Barker,t r a n s p a r e n t s o u l feat. Travis Barker,QMJMT2103571,5821fd15-f95f-43f6-b43b-2fb13c3caacf
pageview,2021-08-25,Iraq,Sulaymaniyah,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
pageview,2021-08-25,United States,Teaneck,"Gunna, Taurus",9 TIMES OUTTA 10,9 TIMES OUTTA 10,QMCE32100707,03efbdd8-a128-4edb-972a-6f1476b89cae
pageview,2021-08-25,Pakistan,Lahore,Stephanie Poetri,I Love You 3000,I Love You 3000,TCAEG1949593,71339343-0574-49a6-bc1b-22f173665edb
pageview,2021-08-25,Germany,Dorpen,Surf Curse,Freaks,Freaks,USAT22102269,631c210a-b92b-4218-89ae-99a9a13c6d99
pageview,2021-08-25,India,Mumbai,Catie Turner,Heartbroken and Milking It,Love on the Moon,USAT22102774,d601f481-873f-49d5-a313-3d4aed53da78
pageview,2021-08-25,Romania,Bucharest,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd
pageview,2021-08-25,Croatia,Zagreb,Issam Alnajjar,Hadal Ahbek,Hadal Ahbek,USL4Q2071965,4f4f5cf4-bca5-43f9-a0bc-32fa104dbabc
pageview,2021-08-25,India,Patna,gnash,us,"i hate u, i love u (feat. olivia o'brien)",USAT21601051,1210448a-5857-4b98-86d1-5cf4bb993a08
pageview,2021-08-25,Germany,Saarbrücken,Måneskin,Teatro d'ira - Vol. I,I WANNA BE YOUR SLAVE,ITB002100115,7d5f284b-8e57-4d74-adc6-3a757aaf3494
pageview,2021-08-25,India,Pune,Ghostemane,ANTI-ICON,Fed Up,ZZOPM2003235,6613d200-6f39-448c-ad55-bf545c541622
pageview,2021-08-25,Denmark,Esbjerg,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd
pageview,2021-08-25,India,Gwalior,Groove Delight,San Andreas,San Andreas - Radio Edit,ES71G1633735,5df02edc-daea-47f0-ac73-0ca9441dfae9
pageview,2021-08-25,India,Muktsar,Billie Eilish,Lost Cause,Lost Cause,USUM72105929,33fbbe3c-c497-446e-a849-f9fc29b60701
pageview,2021-08-25,Kuwait,Kuwait City,Catie Turner,Heartbroken and Milking It,Love on the Moon,USAT22102774,d601f481-873f-49d5-a313-3d4aed53da78
pageview,2021-08-23,France,Unknown,"Summer Walker, Drake",Last Day Of Summer,Girls Need Love (with Drake) - Remix,USUM71903117,580817fb-96bd-4418-9d61-6adcbf483186
pageview,2021-08-23,Pakistan,Dhok Parāli,salem ilese,Mad at Disney,Mad at Disney,QMEZE2076989,61923241-cf99-4fe2-b9ec-6cf356565842
pageview,2021-08-23,United Kingdom,Unknown,"Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo",Body Remix feat ArrDee E1 3x3 ZT 3x3 Bugzy Malone Buni Fivio Foreign Darkoo,Body Remix feat ArrDee E1 3x3 ZT 3x3 Bugzy Malone Buni Fivio Foreign Darkoo,GBAHS2100229,5bf02874-e522-44e2-9013-edb794731c56
pageview,2021-08-23,France,Unknown,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559
pageview,2021-08-23,Bosnia and Herzegovina,Zvornik,KA$HDAMI,epiphany,Reparations!,QZFYY2115255,9c61dba1-9369-4ee4-a215-1d34581cd811
pageview,2021-08-23,Morocco,Casablanca,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f
pageview,2021-08-23,Romania,Botosani,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc
pageview,2021-08-23,Saudi Arabia,Dammam,"DLJ, BIDØ",Time Capsule,To the Moon,GBKQU2171093,0211bf4d-0e9d-46c2-889c-f97872280820
pageview,2021-08-23,United States,Lucedale,Remble,Touchable,Touchable,USWB12101349,561bff5d-03fd-45c2-87e0-0d9593182b57
pageview,2021-08-23,Slovakia,Ruzindol,CJ,Whoopty,Whoopty,USA2P2031043,65745fc1-18b6-4f83-9e92-a8aebe1ae74f
pageview,2021-08-23,Turkey,Uşak,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f
pageview,2021-08-23,United Kingdom,London,PinkPantheress,Pain,Pain,QZFZ52145391,fd647d87-4c7a-4dd1-92c6-0e7dd7fdf4f1
pageview,2021-08-23,United States,Cambridge,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559
pageview,2021-08-23,Brazil,Anita Garibaldi,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
pageview,2021-08-23,United States,Asheville,Olivia Rodrigo,deja vu,deja vu,USUG12101240,9afe6b90-b87c-44ec-a993-7c03d71b9093
pageview,2021-08-23,France,Chaumont-en-Vexin,"DLJ, BIDØ",Time Capsule,To the Moon,GBKQU2171093,0211bf4d-0e9d-46c2-889c-f97872280820
pageview,2021-08-23,United States,Brockton,"Trippie Redd, Lil Uzi Vert",Holy Smokes (feat. Lil Uzi Vert),Holy Smokes,QZJ842001118,4a44b83e-9563-4891-af3f-36fa37421db6
pageview,2021-08-23,Germany,Ludwigsburg,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
pageview,2021-08-23,Saudi Arabia,Al Qatif,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
